ImageId,Label
2997,2
2998,3
2999,2
3000,3
3001,7
3002,4
3003,9
3004,1
3005,7
3006,8
3007,9
3008,1
3009,4
3010,8
3011,1
3012,6
3013,7
3014,0
3015,4
3016,7
3017,2
3018,5
3019,9
3020,4
3021,2
3022,4
3023,8
3024,0
3025,8
3026,7
3027,4
3028,0
3029,8
3030,1
3031,3
3032,2
3033,7
3034,3
3035,3
3036,6
3037,2
3038,9
3039,4
3040,7
3041,4
3042,8
3043,3
3044,0
3045,3
3046,3
3047,7
3048,5
3049,0
3050,2
3051,3
3052,8
3053,2
3054,0
3055,3
3056,8
3057,5
3058,2
3059,4
3060,0
3061,4
3062,8
3063,9
3064,6
3065,6
3066,2
3067,0
3068,0
3069,2
3070,9
3071,2
3072,4
3073,4
3074,8
3075,8
3076,6
3077,5
3078,9
3079,8
3080,2
3081,9
3082,2
3083,8
3084,6
3085,0
3086,7
3087,4
3088,8
3089,0
3090,5
3091,5
3092,5
3093,6
3094,3
3095,5
3096,3
3097,0
3098,9
3099,6
3100,0
3101,5
3102,5
3103,9
3104,0
3105,5
3106,0
3107,3
3108,1
3109,7
3110,7
3111,6
3112,2
3113,7
3114,6
3115,0
3116,0
3117,5
3118,9
3119,1
3120,7
3121,1
3122,5
3123,7
3124,9
3125,9
3126,6
3127,2
3128,4
3129,6
3130,3
3131,1
3132,2
3133,3
3134,2
3135,1
3136,3
3137,4
3138,2
3139,1
3140,6
3141,4
3142,0
3143,3
3144,0
3145,8
3146,1
3147,0
3148,7
3149,7
3150,1
3151,2
3152,5
3153,0
3154,4
3155,4
3156,3
3157,8
3158,2
3159,2
3160,9
3161,4
3162,4
3163,3
3164,8
3165,0
3166,0
3167,8
3168,9
3169,3
3170,9
3171,5
3172,4
3173,1
3174,5
3175,6
3176,0
3177,2
3178,9
3179,8
3180,4
3181,3
3182,3
3183,8
3184,2
3185,6
3186,8
3187,9
3188,6
3189,2
3190,1
3191,2
3192,3
3193,2
3194,6
3195,0
3196,0
3197,1
3198,2
3199,0
3200,0
3201,1
3202,5
3203,7
3204,5
3205,7
3206,2
3207,5
3208,0
3209,8
3210,2
3211,9
3212,7
3213,6
3214,7
3215,7
3216,2
3217,8
3218,4
3219,6
3220,5
3221,9
3222,5
3223,9
3224,7
3225,0
3226,5
3227,3
3228,9
3229,3
3230,8
3231,8
3232,8
3233,9
3234,6
3235,7
3236,7
3237,5
3238,0
3239,7
3240,7
3241,1
3242,7
3243,3
3244,9
3245,7
3246,3
3247,2
3248,9
3249,8
3250,4
3251,0
3252,1
3253,6
3254,0
3255,5
3256,0
3257,9
3258,9
3259,1
3260,0
3261,1
3262,0
3263,9
3264,7
3265,7
3266,1
3267,1
3268,2
3269,0
3270,5
3271,3
3272,0
3273,2
3274,8
3275,3
3276,6
3277,6
3278,4
3279,3
3280,6
3281,5
3282,4
3283,2
3284,9
3285,8
3286,8
3287,5
3288,2
3289,9
3290,1
3291,9
3292,8
3293,2
3294,6
3295,1
3296,8
3297,0
3298,8
3299,8
3300,0
3301,6
3302,2
3303,4
3304,9
3305,6
3306,5
3307,3
3308,5
3309,8
3310,6
3311,9
3312,0
3313,1
3314,1
3315,1
3316,3
3317,3
3318,3
3319,7
3320,7
3321,4
3322,1
3323,0
3324,4
3325,8
3326,5
3327,9
3328,1
3329,2
3330,3
3331,5
3332,0
3333,1
3334,6
3335,6
3336,7
3337,1
3338,9
3339,7
3340,6
3341,5
3342,2
3343,0
3344,8
3345,6
3346,8
3347,6
3348,3
3349,0
3350,3
3351,2
3352,7
3353,5
3354,3
3355,3
3356,9
3357,8
3358,1
3359,1
3360,3
3361,7
3362,8
3363,4
3364,0
3365,6
3366,2
3367,8
3368,2
3369,1
3370,6
3371,6
3372,7
3373,4
3374,5
3375,5
3376,7
3377,6
3378,0
3379,6
3380,8
3381,6
3382,7
3383,4
3384,0
3385,6
3386,5
3387,0
3388,9
3389,7
3390,8
3391,9
3392,3
3393,8
3394,4
3395,3
3396,5
3397,0
3398,6
3399,9
3400,8
3401,1
3402,0
3403,7
3404,9
3405,5
3406,7
3407,0
3408,7
3409,6
3410,8
3411,9
3412,2
3413,4
3414,2
3415,8
3416,1
3417,5
3418,1
3419,1
3420,0
3421,7
3422,1
3423,9
3424,1
3425,3
3426,4
3427,0
3428,7
3429,8
3430,3
3431,4
3432,3
3433,5
3434,5
3435,2
3436,0
3437,5
3438,8
3439,9
3440,3
3441,4
3442,1
3443,1
3444,7
3445,7
3446,5
3447,8
3448,1
3449,5
3450,0
3451,5
3452,2
3453,4
3454,7
3455,9
3456,0
3457,4
3458,4
3459,2
3460,0
3461,0
3462,6
3463,6
3464,6
3465,2
3466,8
3467,2
3468,9
3469,8
3470,5
3471,6
3472,5
3473,4
3474,2
3475,1
3476,7
3477,3
3478,0
3479,6
3480,2
3481,9
3482,8
3483,5
3484,2
3485,8
3486,4
3487,4
3488,3
3489,1
3490,5
3491,1
3492,6
3493,8
3494,4
3495,4
3496,1
3497,2
3498,4
3499,7
3500,1
3501,6
3502,6
3503,0
3504,3
3505,3
3506,1
3507,2
3508,3
3509,6
3510,6
3511,2
3512,6
3513,6
3514,5
3515,7
3516,5
3517,6
3518,5
3519,6
3520,6
3521,8
3522,2
3523,5
3524,7
3525,5
3526,5
3527,8
3528,1
3529,7
3530,4
3531,5
3532,7
3533,8
3534,0
3535,5
3536,4
3537,1
3538,3
3539,6
3540,1
3541,4
3542,4
3543,6
3544,1
3545,4
3546,6
3547,2
3548,5
3549,5
3550,8
3551,2
3552,2
3553,9
3554,1
3555,9
3556,2
3557,6
3558,8
3559,3
3560,4
3561,7
3562,3
3563,0
3564,5
3565,3
3566,4
3567,4
3568,7
3569,9
3570,1
3571,5
3572,3
3573,5
3574,9
3575,4
3576,3
3577,9
3578,1
3579,5
3580,6
3581,1
3582,4
3583,2
3584,5
3585,7
3586,5
3587,1
3588,4
3589,1
3590,7
3591,9
3592,5
3593,0
3594,6
3595,0
3596,4
3597,7
3598,2
3599,5
3600,0
3601,3
3602,3
3603,7
3604,4
3605,0
3606,6
3607,8
3608,2
3609,7
3610,1
3611,7
3612,3
3613,8
3614,0
3615,2
3616,5
3617,6
3618,2
3619,9
3620,3
3621,2
3622,2
3623,9
3624,2
3625,1
3626,9
3627,1
3628,4
3629,4
3630,8
3631,3
3632,3
3633,1
3634,9
3635,2
3636,9
3637,9
3638,4
3639,8
3640,3
3641,9
3642,8
3643,3
3644,2
3645,1
3646,6
3647,5
3648,8
3649,8
3650,7
3651,8
3652,4
3653,9
3654,7
3655,5
3656,1
3657,2
3658,8
3659,3
3660,7
3661,5
3662,7
3663,5
3664,9
3665,8
3666,8
3667,6
3668,8
3669,6
3670,0
3671,0
3672,1
3673,5
3674,0
3675,2
3676,3
3677,3
3678,9
3679,9
3680,5
3681,3
3682,7
3683,8
3684,8
3685,1
3686,5
3687,9
3688,2
3689,4
3690,1
3691,3
3692,7
3693,8
3694,9
3695,6
3696,2
3697,1
3698,0
3699,4
3700,0
3701,6
3702,4
3703,0
3704,8
3705,6
3706,8
3707,2
3708,7
3709,0
3710,8
3711,3
3712,2
3713,3
3714,0
3715,2
3716,9
3717,8
3718,8
3719,4
3720,4
3721,9
3722,2
3723,3
3724,3
3725,7
3726,7
3727,8
3728,6
3729,0
3730,7
3731,6
3732,7
3733,7
3734,4
3735,7
3736,1
3737,2
3738,2
3739,9
3740,9
3741,0
3742,2
3743,5
3744,7
3745,7
3746,0
3747,3
3748,3
3749,5
3750,4
3751,4
3752,0
3753,1
3754,7
3755,6
3756,1
3757,4
3758,9
3759,8
3760,9
3761,1
3762,2
3763,4
3764,1
3765,8
3766,6
3767,4
3768,6
3769,3
3770,7
3771,8
3772,7
3773,7
3774,5
3775,4
3776,3
3777,3
3778,0
3779,3
3780,7
3781,7
3782,0
3783,6
3784,1
3785,7
3786,7
3787,7
3788,5
3789,3
3790,0
3791,4
3792,4
3793,1
3794,8
3795,2
3796,8
3797,6
3798,1
3799,6
3800,5
3801,8
3802,0
3803,1
3804,8
3805,4
3806,6
3807,4
3808,9
3809,4
3810,2
3811,1
3812,2
3813,4
3814,2
3815,6
3816,7
3817,8
3818,5
3819,6
3820,3
3821,4
3822,0
3823,7
3824,8
3825,1
3826,6
3827,3
3828,2
3829,5
3830,3
3831,5
3832,9
3833,9
3834,7
3835,6
3836,6
3837,2
3838,8
3839,0
3840,6
3841,2
3842,6
3843,3
3844,8
3845,5
3846,1
3847,9
3848,2
3849,6
3850,1
3851,2
3852,8
3853,4
3854,1
3855,6
3856,1
3857,0
3858,7
3859,7
3860,6
3861,7
3862,5
3863,3
3864,3
3865,6
3866,2
3867,2
3868,9
3869,0
3870,9
3871,2
3872,5
3873,9
3874,6
3875,6
3876,1
3877,2
3878,6
3879,0
3880,4
3881,8
3882,2
3883,7
3884,9
3885,7
3886,1
3887,7
3888,1
3889,7
3890,2
3891,6
3892,2
3893,9
3894,4
3895,4
3896,7
3897,4
3898,1
3899,7
3900,6
3901,1
3902,5
3903,5
3904,2
3905,3
3906,8
3907,7
3908,9
3909,3
3910,0
3911,3
3912,1
3913,9
3914,4
3915,0
3916,5
3917,4
3918,3
3919,2
3920,2
3921,9
3922,7
3923,9
3924,9
3925,0
3926,6
3927,9
3928,0
3929,9
3930,8
3931,8
3932,1
3933,1
3934,3
3935,0
3936,9
3937,2
3938,7
3939,4
3940,4
3941,0
3942,1
3943,0
3944,0
3945,6
3946,2
3947,1
3948,3
3949,0
3950,3
3951,4
3952,3
3953,1
3954,9
3955,9
3956,4
3957,8
3958,0
3959,7
3960,1
3961,0
3962,1
3963,0
3964,5
3965,3
3966,7
3967,8
3968,6
3969,5
3970,4
3971,0
3972,1
3973,9
3974,8
3975,6
3976,6
3977,7
3978,8
3979,0
3980,3
3981,9
3982,1
3983,1
3984,4
3985,1
3986,8
3987,3
3988,1
3989,1
3990,6
3991,3
3992,1
3993,2
3994,2
3995,3
3996,6
3997,7
3998,4
3999,6
4000,4
4001,8
4002,8
4003,0
4004,5
4005,0
4006,0
4007,3
4008,8
4009,2
4010,1
4011,2
4012,5
4013,6
4014,3
4015,0
4016,6
4017,6
4018,1
4019,3
4020,9
4021,5
4022,0
4023,2
4024,4
4025,6
4026,3
4027,2
4028,7
4029,8
4030,3
4031,2
4032,9
4033,9
4034,4
4035,2
4036,2
4037,7
4038,8
4039,6
4040,1
4041,3
4042,0
4043,9
4044,5
4045,5
4046,2
4047,5
4048,7
4049,4
4050,0
4051,2
4052,9
4053,8
4054,3
4055,2
4056,1
4057,2
4058,4
4059,6
4060,2
4061,3
4062,3
4063,2
4064,1
4065,6
4066,8
4067,5
4068,5
4069,6
4070,1
4071,8
4072,4
4073,4
4074,4
4075,7
4076,8
4077,1
4078,2
4079,0
4080,4
4081,5
4082,8
4083,2
4084,3
4085,4
4086,2
4087,7
4088,7
4089,9
4090,4
4091,7
4092,5
4093,9
4094,5
4095,7
4096,0
4097,4
4098,0
4099,6
4100,8
4101,5
4102,8
4103,6
4104,0
4105,4
4106,3
4107,6
4108,2
4109,0
4110,9
4111,1
4112,4
4113,9
4114,7
4115,9
4116,5
4117,6
4118,2
4119,2
4120,0
4121,8
4122,4
4123,2
4124,9
4125,9
4126,5
4127,9
4128,6
4129,9
4130,0
4131,4
4132,0
4133,9
4134,0
4135,6
4136,6
4137,8
4138,4
4139,8
4140,7
4141,3
4142,1
4143,4
4144,9
4145,0
4146,1
4147,7
4148,0
4149,7
4150,7
4151,3
4152,3
4153,2
4154,4
4155,0
4156,9
4157,6
4158,1
4159,9
4160,2
4161,8
4162,6
4163,5
4164,0
4165,2
4166,1
4167,7
4168,8
4169,0
4170,0
4171,8
4172,6
4173,1
4174,5
4175,4
4176,0
4177,6
4178,6
4179,9
4180,7
4181,7
4182,1
4183,0
4184,8
4185,6
4186,3
4187,8
4188,5
4189,6
4190,0
4191,8
4192,7
4193,3
4194,2
4195,3
4196,4
4197,5
4198,9
4199,2
4200,5
